tt,te,tw,trace_id,timestamp,1,2,3,4,5,6,tt__1,te__1,tw__1,1__1,2__1,3__1,4__1,5__1,6__1,labels,te_true
10611.0,10611.0,420731.0,196614,2011-12-30 20:52:11,0,0,1,0,0,0,0.0,0.0,410120.0,1,0,0,0,0,0,4,50.0
10661.0,50.0,420781.0,196614,2011-12-30 20:53:01,0,0,0,0,1,0,10611.0,10611.0,420731.0,0,0,1,0,0,0,5,1821377.0
11877.0,11877.0,422414.0,196620,2011-12-30 21:20:14,0,0,1,0,0,0,0.0,0.0,410537.0,1,0,0,0,0,0,2,89157.0
264482.0,264482.0,81970.0,196645,2012-01-02 22:46:10,0,0,0,0,1,0,0.0,0.0,422288.0,0,0,1,0,0,0,4,3526167.0
263917.0,263917.0,82621.0,196648,2012-01-02 22:57:01,0,0,0,0,1,0,0.0,0.0,423504.0,0,0,1,0,0,0,5,2079261.0
2343178.0,2079261.0,347482.0,196648,2012-01-27 00:31:22,0,0,0,0,0,1,263917.0,263917.0,82621.0,0,0,0,0,1,0,3,3311.0
2346489.0,3311.0,350793.0,196648,2012-01-27 01:26:33,0,0,0,1,0,0,2343178.0,2079261.0,347482.0,0,0,0,0,0,1,5,497431.0
19.0,19.0,423347.0,196651,2011-12-30 21:35:47,0,0,0,0,1,0,0.0,0.0,423328.0,0,0,1,0,0,0,4,1308393.0
69.0,69.0,424644.0,196654,2011-12-30 21:57:24,0,0,0,0,1,0,0.0,0.0,424575.0,0,0,1,0,0,0,5,1193850.0
1134365.0,1134365.0,358508.0,196660,2012-01-13 03:35:08,0,0,0,0,1,0,0.0,0.0,433743.0,0,0,1,0,0,0,4,73390.0
54.0,54.0,418690.0,196669,2011-12-30 20:18:10,0,0,0,0,1,0,0.0,0.0,418636.0,0,0,1,0,0,0,5,1132489.0
1132543.0,1132489.0,341579.0,196669,2012-01-12 22:52:59,0,0,0,0,0,1,54.0,54.0,418690.0,0,0,0,0,1,0,3,151.0
1132694.0,151.0,341730.0,196669,2012-01-12 22:55:30,0,0,0,1,0,0,1132543.0,1132489.0,341579.0,0,0,0,0,0,1,5,82822.0
1215516.0,82822.0,424552.0,196669,2012-01-13 21:55:52,0,0,0,0,0,1,1132694.0,151.0,341730.0,0,0,0,1,0,0,3,2124.0
1217640.0,2124.0,426676.0,196669,2012-01-13 22:31:16,0,0,0,1,0,0,1215516.0,82822.0,424552.0,0,0,0,0,0,1,3,1179.0
6433.0,6433.0,431760.0,196675,2011-12-30 23:56:00,0,0,1,0,0,0,0.0,0.0,425327.0,1,0,0,0,0,0,2,19054.0
123.0,123.0,427290.0,196678,2011-12-30 22:41:30,0,0,0,0,1,0,0.0,0.0,427167.0,0,0,1,0,0,0,4,881886.0
8418.0,8418.0,433789.0,196687,2011-12-31 00:29:49,0,0,1,0,0,0,0.0,0.0,425371.0,1,0,0,0,0,0,4,858863.0
867281.0,858863.0,83052.0,196687,2012-01-09 23:04:12,0,0,0,0,1,0,8418.0,8418.0,433789.0,0,0,1,0,0,0,5,1533565.0
2400846.0,1533565.0,407017.0,196687,2012-01-27 17:03:37,0,0,0,0,0,1,867281.0,858863.0,83052.0,0,0,0,0,1,0,3,7273.0
2408119.0,7273.0,414290.0,196687,2012-01-27 19:04:50,0,0,0,1,0,0,2400846.0,1533565.0,407017.0,0,0,0,0,0,1,5,626493.0
86.0,86.0,422476.0,196693,2011-12-30 21:21:16,0,0,0,0,1,0,0.0,0.0,422390.0,0,0,1,0,0,0,4,2414336.0
38.0,38.0,422019.0,196702,2011-12-30 21:13:39,0,0,0,0,1,0,0.0,0.0,421981.0,0,0,1,0,0,0,4,1066506.0
5891.0,5891.0,431083.0,196705,2011-12-30 23:44:43,0,0,1,0,0,0,0.0,0.0,425192.0,1,0,0,0,0,0,2,2658623.0
1139734.0,1139734.0,354220.0,196708,2012-01-13 02:23:40,0,0,0,0,1,0,0.0,0.0,424086.0,0,0,1,0,0,0,4,611234.0
60.0,60.0,434600.0,196738,2011-12-31 00:43:20,0,0,0,0,1,0,0.0,0.0,434540.0,0,0,1,0,0,0,5,1110427.0
1110487.0,1110427.0,335427.0,196738,2012-01-12 21:10:27,0,0,0,0,0,1,60.0,60.0,434600.0,0,0,0,0,1,0,3,346406.0
2168.0,2168.0,435296.0,196741,2011-12-31 00:54:56,0,0,1,0,0,0,0.0,0.0,433128.0,1,0,0,0,0,0,4,1206437.0
1208605.0,1206437.0,432133.0,196741,2012-01-14 00:02:13,0,0,0,0,1,0,2168.0,2168.0,435296.0,0,0,1,0,0,0,4,1447988.0
2019.0,2019.0,438802.0,196753,2011-12-31 01:53:22,0,0,1,0,0,0,0.0,0.0,436783.0,1,0,0,0,0,0,4,241.0
2260.0,241.0,439043.0,196753,2011-12-31 01:57:23,0,0,0,0,1,0,2019.0,2019.0,438802.0,0,0,1,0,0,0,4,513239.0
29465.0,29465.0,84370.0,196756,2012-01-02 23:26:10,0,0,1,0,0,0,0.0,0.0,54905.0,1,0,0,0,0,0,4,594786.0
624251.0,594786.0,74356.0,196756,2012-01-09 20:39:16,0,0,0,0,1,0,29465.0,29465.0,84370.0,0,0,1,0,0,0,5,344908.0
969159.0,344908.0,419264.0,196756,2012-01-13 20:27:44,0,0,0,0,0,1,624251.0,594786.0,74356.0,0,0,0,0,1,0,3,2612.0
971771.0,2612.0,421876.0,196756,2012-01-13 21:11:16,0,0,0,1,0,0,969159.0,344908.0,419264.0,0,0,0,0,0,1,5,14099.0
1204756.0,1204756.0,432702.0,196759,2012-01-14 00:11:42,0,0,0,0,1,0,0.0,0.0,437546.0,0,0,1,0,0,0,5,433572.0
863438.0,863438.0,154705.0,196768,2012-01-10 18:58:25,0,0,0,0,1,0,0.0,0.0,500867.0,0,0,1,0,0,0,5,278499.0
1141937.0,278499.0,433204.0,196768,2012-01-14 00:20:04,0,0,0,0,0,1,863438.0,863438.0,154705.0,0,0,0,0,1,0,1,119.0
1142056.0,119.0,433323.0,196768,2012-01-14 00:22:03,0,1,0,0,0,0,1141937.0,278499.0,433204.0,0,0,0,0,0,1,5,1138.0
1143194.0,1138.0,434461.0,196768,2012-01-14 00:41:01,0,0,0,0,0,1,1142056.0,119.0,433323.0,0,1,0,0,0,0,3,1015.0
1144209.0,1015.0,435476.0,196768,2012-01-14 00:57:56,0,0,0,1,0,0,1143194.0,1138.0,434461.0,0,0,0,0,0,1,5,593525.0
1737734.0,593525.0,424201.0,196768,2012-01-20 21:50:01,0,0,0,0,0,1,1144209.0,1015.0,435476.0,0,0,0,1,0,0,3,21293.0
1759027.0,21293.0,445494.0,196768,2012-01-21 03:44:54,0,0,0,1,0,0,1737734.0,593525.0,424201.0,0,0,0,0,0,1,5,250490.0
2009517.0,250490.0,91184.0,196768,2012-01-24 01:19:44,0,0,0,0,0,1,1759027.0,21293.0,445494.0,0,0,0,1,0,0,5,46.0
593122.0,593122.0,440580.0,196777,2012-01-07 02:23:00,0,0,0,0,1,0,0.0,0.0,452258.0,0,0,1,0,0,0,4,2044346.0
63210.0,63210.0,512037.0,196786,2011-12-31 22:13:57,0,0,1,0,0,0,0.0,0.0,448827.0,1,0,0,0,0,0,4,377.0
63587.0,377.0,512414.0,196786,2011-12-31 22:20:14,0,0,0,0,1,0,63210.0,63210.0,512037.0,0,0,1,0,0,0,4,887222.0
62881.0,62881.0,513097.0,196795,2011-12-31 22:31:37,0,0,1,0,0,0,0.0,0.0,450216.0,1,0,0,0,0,0,4,975454.0
1038335.0,975454.0,278951.0,196795,2012-01-12 05:29:11,0,0,0,0,1,0,62881.0,62881.0,513097.0,0,0,1,0,0,0,4,77.0
258.0,258.0,513626.0,196822,2011-12-31 22:40:26,0,0,0,0,1,0,0.0,0.0,513368.0,0,0,1,0,0,0,4,1132171.0
5659.0,5659.0,517731.0,196849,2011-12-31 23:48:51,0,0,1,0,0,0,0.0,0.0,512072.0,1,0,0,0,0,0,4,971243.0
976902.0,971243.0,279374.0,196849,2012-01-12 05:36:14,0,0,0,0,1,0,5659.0,5659.0,517731.0,0,0,1,0,0,0,5,1003632.0
157313.0,157313.0,66729.0,196861,2012-01-02 18:32:09,0,0,1,0,0,0,0.0,0.0,514216.0,1,0,0,0,0,0,4,118.0
157431.0,118.0,66847.0,196861,2012-01-02 18:34:07,0,0,0,0,1,0,157313.0,157313.0,66729.0,0,0,1,0,0,0,4,2677280.0
2293.0,2293.0,516063.0,196864,2011-12-31 23:21:03,0,0,1,0,0,0,0.0,0.0,513770.0,1,0,0,0,0,0,4,47.0
2340.0,47.0,516110.0,196864,2011-12-31 23:21:50,0,0,0,0,1,0,2293.0,2293.0,516063.0,0,0,1,0,0,0,5,1139074.0
1141414.0,1139074.0,445584.0,196864,2012-01-14 03:46:24,0,0,0,0,0,1,2340.0,47.0,516110.0,0,0,0,0,1,0,3,222311.0
159874.0,159874.0,69970.0,196867,2012-01-02 19:26:10,0,0,1,0,0,0,0.0,0.0,514896.0,1,0,0,0,0,0,4,2268.0
162142.0,2268.0,72238.0,196867,2012-01-02 20:03:58,0,0,0,0,1,0,159874.0,159874.0,69970.0,0,0,1,0,0,0,4,4486307.0
9180.0,9180.0,511590.0,196873,2011-12-31 22:06:30,0,0,1,0,0,0,0.0,0.0,502410.0,1,0,0,0,0,0,4,767298.0
776478.0,767298.0,69288.0,196873,2012-01-09 19:14:48,0,0,0,0,1,0,9180.0,9180.0,511590.0,0,0,1,0,0,0,5,278500.0
1054978.0,278500.0,347788.0,196873,2012-01-13 00:36:28,0,0,0,0,0,1,776478.0,767298.0,69288.0,0,0,0,0,1,0,5,1685.0
159532.0,159532.0,70375.0,196885,2012-01-02 19:32:55,0,0,1,0,0,0,0.0,0.0,515643.0,1,0,0,0,0,0,4,769.0
160301.0,769.0,71144.0,196885,2012-01-02 19:45:44,0,0,0,0,1,0,159532.0,159532.0,70375.0,0,0,1,0,0,0,4,2672986.0
3637.0,3637.0,515000.0,196888,2011-12-31 23:03:20,0,0,1,0,0,0,0.0,0.0,511363.0,1,0,0,0,0,0,4,853754.0
857391.0,853754.0,159154.0,196888,2012-01-10 20:12:34,0,0,0,0,1,0,3637.0,3637.0,515000.0,0,0,1,0,0,0,5,288361.0
1145752.0,288361.0,447515.0,196888,2012-01-14 04:18:35,0,0,0,0,0,1,857391.0,853754.0,159154.0,0,0,0,0,1,0,3,1086721.0
2232473.0,1086721.0,324636.0,196888,2012-01-26 18:10:36,0,0,0,1,0,0,1145752.0,288361.0,447515.0,0,0,0,0,0,1,5,345462.0
1128725.0,1128725.0,436441.0,196891,2012-01-14 01:14:01,0,0,0,0,1,0,0.0,0.0,517316.0,0,0,1,0,0,0,5,1531069.0
2659794.0,1531069.0,153110.0,196891,2012-01-31 18:31:50,0,0,0,0,0,1,1128725.0,1128725.0,436441.0,0,0,0,0,1,0,3,10980.0
2670774.0,10980.0,164090.0,196891,2012-01-31 21:34:50,0,0,0,1,0,0,2659794.0,1531069.0,153110.0,0,0,0,0,0,1,3,693929.0
777308.0,777308.0,81470.0,196903,2012-01-09 22:37:50,0,0,0,0,1,0,0.0,0.0,513762.0,0,0,1,0,0,0,5,269941.0
1047249.0,269941.0,351411.0,196903,2012-01-13 01:36:51,0,0,0,0,0,1,777308.0,777308.0,81470.0,0,0,0,0,1,0,3,122.0
1047371.0,122.0,351533.0,196903,2012-01-13 01:38:53,0,0,0,1,0,0,1047249.0,269941.0,351411.0,0,0,0,0,0,1,5,933508.0
1980879.0,933508.0,75441.0,196903,2012-01-23 20:57:21,0,0,0,0,0,1,1047371.0,122.0,351533.0,0,0,0,1,0,0,5,17142.0
22422.0,22422.0,89635.0,196915,2012-01-03 00:53:55,0,0,1,0,0,0,0.0,0.0,67213.0,1,0,0,0,0,0,2,2481669.0
124023.0,124023.0,194435.0,196921,2012-01-04 06:00:35,0,0,0,0,1,0,0.0,0.0,70412.0,0,0,1,0,0,0,4,2636102.0
342375.0,342375.0,414389.0,196930,2012-01-06 19:06:29,0,0,0,0,1,0,0.0,0.0,72014.0,0,0,1,0,0,0,5,520932.0
1732.0,1732.0,72612.0,196936,2012-01-02 20:10:12,0,0,0,0,1,0,0.0,0.0,70880.0,0,0,1,0,0,0,5,3271323.0
3273055.0,3271323.0,319935.0,196936,2012-02-09 16:52:15,0,0,0,0,0,1,1732.0,1732.0,72612.0,0,0,0,0,1,0,5,3894.0
602286.0,602286.0,69262.0,196939,2012-01-09 19:14:22,0,0,0,0,1,0,0.0,0.0,71776.0,0,0,1,0,0,0,5,4340.0
606626.0,4340.0,73602.0,196939,2012-01-09 20:26:42,0,0,0,0,0,1,602286.0,602286.0,69262.0,0,0,0,0,1,0,1,102.0
606728.0,102.0,73704.0,196939,2012-01-09 20:28:24,0,1,0,0,0,0,606626.0,4340.0,73602.0,0,0,0,0,0,1,5,1446.0
623939.0,623939.0,160444.0,196960,2012-01-10 20:34:04,0,0,0,0,1,0,0.0,0.0,141305.0,0,0,1,0,0,0,5,276087.0
900026.0,276087.0,436531.0,196960,2012-01-14 01:15:31,0,0,0,0,0,1,623939.0,623939.0,160444.0,0,0,0,0,1,0,5,538.0
385.0,385.0,74398.0,196966,2012-01-02 20:39:58,0,0,0,0,1,0,0.0,0.0,74013.0,0,0,1,0,0,0,4,3447352.0
62.0,62.0,74100.0,196969,2012-01-02 20:35:00,0,0,0,0,1,0,0.0,0.0,74038.0,0,0,1,0,0,0,5,1979125.0
1979187.0,1979125.0,238825.0,196969,2012-01-25 18:20:25,0,0,0,0,0,1,62.0,62.0,74100.0,0,0,0,0,1,0,3,8556.0
1987743.0,8556.0,247381.0,196969,2012-01-25 20:43:01,0,0,0,1,0,0,1979187.0,1979125.0,238825.0,0,0,0,0,0,1,3,836.0
276.0,276.0,66187.0,196984,2012-01-02 18:23:07,0,0,1,0,0,0,0.0,0.0,65911.0,1,0,0,0,0,0,4,15529.0
15805.0,15529.0,81716.0,196984,2012-01-02 22:41:56,0,0,0,0,1,0,276.0,276.0,66187.0,0,0,1,0,0,0,5,773748.0
682859.0,682859.0,154979.0,196987,2012-01-10 19:02:59,0,0,0,0,1,0,0.0,0.0,76920.0,0,0,1,0,0,0,5,549406.0
118.0,118.0,77241.0,196999,2012-01-02 21:27:21,0,0,0,0,1,0,0.0,0.0,77123.0,0,0,1,0,0,0,5,1396850.0
1396968.0,1396850.0,264491.0,196999,2012-01-19 01:28:11,0,0,0,0,0,1,118.0,118.0,77241.0,0,0,0,0,1,0,3,6504.0
1403472.0,6504.0,270995.0,196999,2012-01-19 03:16:35,0,0,0,1,0,0,1396968.0,1396850.0,264491.0,0,0,0,0,0,1,5,70882.0
13982.0,13982.0,79533.0,197002,2012-01-02 22:05:33,0,0,1,0,0,0,0.0,0.0,65551.0,1,0,0,0,0,0,4,973522.0
987504.0,973522.0,448255.0,197002,2012-01-14 04:30:55,0,0,0,0,1,0,13982.0,13982.0,79533.0,0,0,1,0,0,0,5,2403082.0
3390586.0,2403082.0,432137.0,197002,2012-02-11 00:02:17,0,0,0,0,0,1,987504.0,973522.0,448255.0,0,0,0,0,1,0,5,2658.0
358635.0,358635.0,436428.0,197005,2012-01-07 01:13:48,0,0,0,0,1,0,0.0,0.0,77793.0,0,0,1,0,0,0,5,241814.0
600449.0,241814.0,73442.0,197005,2012-01-09 20:24:02,0,0,0,0,0,1,358635.0,358635.0,436428.0,0,0,0,0,1,0,3,1567.0
602016.0,1567.0,75009.0,197005,2012-01-09 20:50:09,0,0,0,1,0,0,600449.0,241814.0,73442.0,0,0,0,0,0,1,5,76500.0
22470.0,22470.0,100161.0,197008,2012-01-03 03:49:21,0,0,0,0,1,0,0.0,0.0,77691.0,0,0,1,0,0,0,4,1562572.0
988251.0,988251.0,524756.0,197011,2012-01-15 01:45:56,0,0,0,0,1,0,0.0,0.0,141305.0,0,0,1,0,0,0,5,315842.0
12932.0,12932.0,78437.0,197014,2012-01-02 21:47:17,0,0,1,0,0,0,0.0,0.0,65505.0,1,0,0,0,0,0,4,70.0
13002.0,70.0,78507.0,197014,2012-01-02 21:48:27,0,0,0,0,1,0,12932.0,12932.0,78437.0,0,0,1,0,0,0,5,1892713.0
1905715.0,1892713.0,156820.0,197014,2012-01-24 19:33:40,0,0,0,0,0,1,13002.0,70.0,78507.0,0,0,0,0,1,0,5,842.0
16413.0,16413.0,81758.0,197020,2012-01-02 22:42:38,0,0,1,0,0,0,0.0,0.0,65345.0,1,0,0,0,0,0,2,342270.0
9193.0,9193.0,74271.0,197042,2012-01-02 20:37:51,0,0,1,0,0,0,0.0,0.0,65078.0,1,0,0,0,0,0,4,348784.0
357977.0,348784.0,423055.0,197042,2012-01-06 21:30:55,0,0,0,0,1,0,9193.0,9193.0,74271.0,0,0,1,0,0,0,5,1034800.0
1392777.0,1034800.0,248255.0,197042,2012-01-18 20:57:35,0,0,0,0,0,1,357977.0,348784.0,423055.0,0,0,0,0,1,0,3,11787.0
1404564.0,11787.0,260042.0,197042,2012-01-19 00:14:02,0,0,0,1,0,0,1392777.0,1034800.0,248255.0,0,0,0,0,0,1,3,63053.0
4540.0,4540.0,69541.0,197051,2012-01-02 19:19:01,0,0,1,0,0,0,0.0,0.0,65001.0,1,0,0,0,0,0,4,19858.0
24398.0,19858.0,89399.0,197051,2012-01-03 00:49:59,0,0,0,0,1,0,4540.0,4540.0,69541.0,0,0,1,0,0,0,4,3950733.0
171851.0,171851.0,255679.0,197054,2012-01-04 23:01:19,0,0,0,0,1,0,0.0,0.0,83828.0,0,0,1,0,0,0,5,779654.0
196139.0,196139.0,278875.0,197075,2012-01-05 05:27:55,0,0,0,0,1,0,0.0,0.0,82736.0,0,0,1,0,0,0,5,659247.0
